x,y,z,reachable,tilt_deg,j3_danger
-0.16666666666666669,0.05555555555555558,0.2,True,0.0,False
-0.16666666666666669,0.05555555555555558,0.3333333333333333,True,5.7905745997743736e-06,False
-0.16666666666666669,0.05555555555555558,0.4666666666666666,True,8.537736462515939e-07,False
-0.16666666666666669,0.05555555555555558,0.6000000000000001,True,4.676310850554341e-06,False
-0.16666666666666669,0.05555555555555558,0.7333333333333334,False,0.0,False
-0.16666666666666669,0.05555555555555558,0.8666666666666667,False,0.0,False
-0.16666666666666669,0.05555555555555558,1.0,False,0.0,False
-0.16666666666666669,0.2,-0.2,True,1.1768457563181822e-05,False
-0.16666666666666669,0.2,-0.06666666666666668,True,0.0,False
-0.16666666666666669,0.2,0.06666666666666665,True,0.0,False
-0.16666666666666669,0.2,0.2,True,0.0,False
-0.16666666666666669,0.2,0.3333333333333333,True,3.1945284701301985e-06,False
-0.16666666666666669,0.2,0.4666666666666666,True,4.00455336570039e-06,False
-0.16666666666666669,0.2,0.6000000000000001,True,0.0,False
-0.16666666666666669,0.2,0.7333333333333334,False,0.0,False
-0.16666666666666669,0.2,0.8666666666666667,False,0.0,False
-0.16666666666666669,0.2,1.0,False,0.0,False
0.0,-1.1,-0.2,False,0.0,False
0.0,-1.1,-0.06666666666666668,False,0.0,False
0.0,-1.1,0.06666666666666665,False,0.0,False
0.0,-1.1,0.2,False,0.0,False
0.0,-1.1,0.3333333333333333,False,0.0,False
0.0,-1.1,0.4666666666666666,False,0.0,False
0.0,-1.1,0.6000000000000001,False,0.0,False
0.0,-1.1,0.7333333333333334,False,0.0,False
0.0,-1.1,0.8666666666666667,False,0.0,False
0.0,-1.1,1.0,False,0.0,False
0.0,-0.9555555555555556,-0.2,False,0.0,False
0.0,-0.9555555555555556,-0.06666666666666668,False,0.0,False
0.0,-0.9555555555555556,0.06666666666666665,False,0.0,False
0.0,-0.9555555555555556,0.2,False,0.0,False
0.0,-0.9555555555555556,0.3333333333333333,False,0.0,False
0.0,-0.9555555555555556,0.4666666666666666,False,0.0,False
0.0,-0.9555555555555556,0.6000000000000001,False,0.0,False
0.0,-0.9555555555555556,0.7333333333333334,False,0.0,False
0.0,-0.9555555555555556,0.8666666666666667,False,0.0,False
0.0,-0.9555555555555556,1.0,False,0.0,False
0.0,-0.8111111111111111,-0.2,True,0.0,False
0.0,-0.8111111111111111,-0.06666666666666668,True,0.0,False
0.0,-0.8111111111111111,0.06666666666666665,True,0.0,False
0.0,-0.8111111111111111,0.2,True,8.537736462515939e-07,False
0.0,-0.8111111111111111,0.3333333333333333,False,0.0,False
0.0,-0.8111111111111111,0.4666666666666666,False,0.0,False
0.0,-0.8111111111111111,0.6000000000000001,False,0.0,False
0.0,-0.8111111111111111,0.7333333333333334,False,0.0,False
